Offset,Chord,NormalForm,PCsInNormalForm,measureNumber,Measure Beat,Composer
0,<music21.chord.Chord B3>,[0],[11],1,1,Albeniz
0.5,<music21.chord.Chord B3>,[0],[11],1,2,Albeniz
1.25,<music21.chord.Chord B3>,[0],[11],1,3.5,Albeniz
1.5,<music21.chord.Chord B3>,[0],[11],1,4,Albeniz
2.25,<music21.chord.Chord B3>,[0],[11],1,0.5,Albeniz
2.5,<music21.chord.Chord B3>,[0],[11],2,1,Albeniz
3,<music21.chord.Chord B3>,[0],[11],2,2,Albeniz
3.75,<music21.chord.Chord B3>,[0],[11],2,3.5,Albeniz
4,<music21.chord.Chord F4 G#4 B3>,"[0, 3, 6]","[5, 8, 11]",2,4,Albeniz
4.666666667,<music21.chord.Chord F4 G#4>,"[0, 3]","[5, 8]",2,0.333333333,Albeniz
4.75,<music21.chord.Chord F4 G#4 B3>,"[0, 3, 6]","[5, 8, 11]",2,0.5,Albeniz
5,<music21.chord.Chord F#4 A4 B3>,"[0, 3, 5]","[6, 9, 11]",3,1,Albeniz
5.5,<music21.chord.Chord F#4 A4 B3>,"[0, 3, 5]","[6, 9, 11]",3,2,Albeniz
6.25,<music21.chord.Chord E4 C#5 B3>,"[0, 2, 5]","[11, 1, 4]",3,3.5,Albeniz
6.5,<music21.chord.Chord E-4 B4 B3>,"[0, 4]","[11, 3]",3,4,Albeniz
7.25,<music21.chord.Chord E-4 G4 B3>,"[0, 4, 8]","[3, 7, 11]",3,0.5,Albeniz
7.5,<music21.chord.Chord E4 G#4 B3>,"[0, 4, 7]","[4, 8, 11]",4,1,Albeniz
8,<music21.chord.Chord G#4 B4 B3>,"[0, 3]","[8, 11]",4,2,Albeniz
8.75,<music21.chord.Chord E5 G#5 B3>,"[0, 4, 7]","[4, 8, 11]",4,3.5,Albeniz
9,<music21.chord.Chord E-5 F#5 B3>,"[0, 4, 7]","[11, 3, 6]",4,4,Albeniz
9.75,<music21.chord.Chord C#5 E5 B3>,"[0, 2, 5]","[11, 1, 4]",4,0.5,Albeniz
10,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",5,1,Albeniz
10.125,<music21.chord.Chord E5 B4 B3>,"[0, 5]","[11, 4]",5,1.25,Albeniz
10.25,<music21.chord.Chord B4 B3>,[0],[11],5,1.5,Albeniz
10.33333333,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",5,1.666666667,Albeniz
10.45833333,<music21.chord.Chord B4 B3>,[0],[11],5,1.916666667,Albeniz
10.5,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",5,2,Albeniz
11.25,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",5,3.5,Albeniz
11.5,<music21.chord.Chord E5 C#5 B3>,"[0, 2, 5]","[11, 1, 4]",5,4,Albeniz
12.25,<music21.chord.Chord C#5 A4 B3>,"[0, 2, 4]","[9, 11, 1]",5,0.5,Albeniz
12.5,<music21.chord.Chord G#4 B4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",6,1,Albeniz
13,<music21.chord.Chord G#4 B4 B3 E3>,"[0, 4, 7]","[4, 8, 11]",6,2,Albeniz
13.66666667,<music21.chord.Chord G#4 B4 E3>,"[0, 4, 7]","[4, 8, 11]",6,3.333333333,Albeniz
13.75,<music21.chord.Chord G#4 B4 E4 E3>,"[0, 4, 7]","[4, 8, 11]",6,3.5,Albeniz
13.875,<music21.chord.Chord E4 E3>,[0],[4],6,3.75,Albeniz
14,<music21.chord.Chord E-4 E3>,"[0, 1]","[3, 4]",6,4,Albeniz
14.66666667,<music21.chord.Chord E3>,[0],[4],6,0.333333333,Albeniz
14.75,<music21.chord.Chord D4>,[0],[2],6,0.5,Albeniz
15,<music21.chord.Chord F5 B4 C#4 G#4>,"[0, 3, 6, 8]","[5, 8, 11, 1]",7,1,Albeniz
15.5,<music21.chord.Chord F#5 C#5 A4 C#4>,"[0, 3, 7]","[6, 9, 1]",7,2,Albeniz
16.16666667,<music21.chord.Chord C#4>,[0],[1],7,3.333333333,Albeniz
16.25,<music21.chord.Chord G#5 D5 B4 C#4>,"[0, 3, 5, 6]","[8, 11, 1, 2]",7,3.5,Albeniz
16.375,<music21.chord.Chord B5 G#5 D5 C#4 B4>,"[0, 3, 5, 6]","[8, 11, 1, 2]",7,3.75,Albeniz
16.5,<music21.chord.Chord A5 F5 C#5 C#4>,"[0, 4, 8]","[1, 5, 9]",7,4,Albeniz
17.16666667,<music21.chord.Chord F5 C#4>,"[0, 4]","[1, 5]",7,0.333333333,Albeniz
17.25,<music21.chord.Chord G#5 F5 B4 C#4>,"[0, 3, 6, 8]","[5, 8, 11, 1]",7,0.5,Albeniz
17.5,<music21.chord.Chord C#5 C#6 G#5 B4 F#4>,"[0, 2, 5, 7]","[6, 8, 11, 1]",8,1,Albeniz
18,<music21.chord.Chord F#5 C#5 C#6 A4 F#4>,"[0, 3, 7]","[6, 9, 1]",8,2,Albeniz
18.66666667,<music21.chord.Chord C#5 C#6 F#4>,"[0, 5]","[1, 6]",8,3.333333333,Albeniz
18.75,<music21.chord.Chord F5 C#5 C#6 G#4 F#4>,"[0, 4, 5, 7]","[1, 5, 6, 8]",8,3.5,Albeniz
18.875,<music21.chord.Chord F5 G#4 F#4>,"[0, 1, 3]","[5, 6, 8]",8,3.75,Albeniz
19,<music21.chord.Chord F#5 A4 F#4>,"[0, 3]","[6, 9]",8,4,Albeniz
19.66666667,<music21.chord.Chord F#4>,[0],[6],8,0.333333333,Albeniz
19.75,<music21.chord.Chord C5 A4 E4>,"[0, 3, 7]","[9, 0, 4]",8,0.5,Albeniz
20,<music21.chord.Chord A4 B4 B3 E-4>,"[0, 2, 6]","[9, 11, 3]",9,1,Albeniz
20.5,<music21.chord.Chord F5 A4 D4 B3>,"[0, 2, 5, 8]","[9, 11, 2, 5]",9,2,Albeniz
21.16666667,<music21.chord.Chord A4 B3>,"[0, 2]","[9, 11]",9,3.333333333,Albeniz
21.25,<music21.chord.Chord F#5 A4 E-4 B3>,"[0, 3, 6, 8]","[3, 6, 9, 11]",9,3.5,Albeniz
21.375,<music21.chord.Chord F#5 E-4>,"[0, 3]","[3, 6]",9,3.75,Albeniz
21.5,<music21.chord.Chord A5 E-5 C#5 B3>,"[0, 2, 4, 6]","[9, 11, 1, 3]",9,4,Albeniz
22.16666667,<music21.chord.Chord E-5 B3>,"[0, 4]","[11, 3]",9,0.333333333,Albeniz
22.25,<music21.chord.Chord G#5 E-5 B4 B3>,"[0, 3, 7]","[8, 11, 3]",9,0.5,Albeniz
22.5,<music21.chord.Chord F#5 B5 B4 A4 E4>,"[0, 2, 5, 7]","[4, 6, 9, 11]",10,1,Albeniz
23,<music21.chord.Chord E5 B5 B4 G#4 E4>,"[0, 4, 7]","[4, 8, 11]",10,2,Albeniz
23.66666667,<music21.chord.Chord B5 B4 E4>,"[0, 5]","[11, 4]",10,3.333333333,Albeniz
23.75,<music21.chord.Chord E-5 B5 B4 G4 E4>,"[0, 1, 4, 8]","[3, 4, 7, 11]",10,3.5,Albeniz
23.875,<music21.chord.Chord E-5 B5 G4 E4>,"[0, 1, 4, 8]","[3, 4, 7, 11]",10,3.75,Albeniz
24,<music21.chord.Chord B4 B5 E4>,"[0, 5]","[11, 4]",10,4,Albeniz
24.5,<music21.chord.Chord B4 B5>,[0],[11],10,0,Albeniz
24.66666667,<music21.chord.Chord B5>,[0],[11],10,0.333333333,Albeniz
24.75,<music21.chord.Chord E5 F4 G#4 B5>,"[0, 1, 4, 7]","[4, 5, 8, 11]",10,0.5,Albeniz
25,<music21.chord.Chord F#4 A4 E5 B5 B3>,"[0, 2, 5, 7]","[4, 6, 9, 11]",11,1,Albeniz
25.25,<music21.chord.Chord F#4 A4 B3>,"[0, 3, 5]","[6, 9, 11]",11,1.5,Albeniz
25.5,<music21.chord.Chord A4 F#4 B3>,"[0, 3, 5]","[6, 9, 11]",11,2,Albeniz
26.25,<music21.chord.Chord C#5 E4 B3>,"[0, 2, 5]","[11, 1, 4]",11,3.5,Albeniz
26.5,<music21.chord.Chord B4 E-4 B3>,"[0, 4]","[11, 3]",11,4,Albeniz
27.25,<music21.chord.Chord G4 E-4 B3>,"[0, 4, 8]","[3, 7, 11]",11,0.5,Albeniz
27.5,<music21.chord.Chord E4 G#4 B3>,"[0, 4, 7]","[4, 8, 11]",12,1,Albeniz
28,<music21.chord.Chord G#4 B4 B3>,"[0, 3]","[8, 11]",12,2,Albeniz
28.75,<music21.chord.Chord E5 G#5 B3>,"[0, 4, 7]","[4, 8, 11]",12,3.5,Albeniz
29,<music21.chord.Chord E-5 F#5 B3>,"[0, 4, 7]","[11, 3, 6]",12,4,Albeniz
29.75,<music21.chord.Chord C#5 E5 B3>,"[0, 2, 5]","[11, 1, 4]",12,0.5,Albeniz
30,<music21.chord.Chord E-5 B4 B3>,"[0, 4]","[11, 3]",13,1,Albeniz
30.125,<music21.chord.Chord E5 B4 B3>,"[0, 5]","[11, 4]",13,1.25,Albeniz
